"","region_var","mean","se_mean","sd","X2.5.","X25.","X50.","X75.","X97.5.","n_eff","Rhat","method"
"275","sigma[27]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long1"
"276","sigma[28]",0.2,0,0,0.19,0.19,0.2,0.2,0.2,1000,1,"long1"
"277","sigma[29]",0.2,0,0,0.19,0.2,0.2,0.2,0.21,1000,1,"long1"
"278","sigma[30]",0.33,0,0.01,0.32,0.32,0.33,0.33,0.34,1000,1,"long1"
"279","sigma[31]",0.25,0,0.01,0.24,0.24,0.25,0.25,0.26,1000,1,"long1"
"280","sigma[32]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long1"
"281","sigma[33]",0.26,0,0.01,0.25,0.26,0.26,0.27,0.28,1000,1,"long1"
"282","sigma[34]",0.32,0,0.01,0.31,0.32,0.32,0.33,0.33,1000,1,"long1"
"283","sigma[35]",0.32,0,0.01,0.3,0.31,0.32,0.32,0.33,1000,1,"long1"
"284","sigma[36]",0.26,0,0.01,0.25,0.25,0.26,0.26,0.27,1000,1,"long1"
"285","sigma[37]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long1"
"286","sigma[38]",0.32,0,0.01,0.31,0.32,0.32,0.33,0.34,1000,1,"long1"
"287","sigma[39]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long1"
"288","sigma[40]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long1"
"289","sigma[41]",0.26,0,0.01,0.25,0.26,0.27,0.27,0.28,1000,1,"long1"
"290","sigma[42]",0.25,0,0.01,0.24,0.24,0.25,0.25,0.26,1000,1,"long1"
"291","sigma[43]",0.28,0,0.01,0.26,0.27,0.28,0.28,0.29,1000,1,"long1"
"292","sigma[44]",0.23,0,0,0.22,0.22,0.23,0.23,0.24,1000,1,"long1"
"293","sigma[45]",0.22,0,0,0.21,0.22,0.22,0.22,0.23,1000,1,"long1"
"294","sigma[46]",0.33,0,0.01,0.31,0.32,0.33,0.33,0.34,1000,1,"long1"
"295","sigma[47]",0.25,0,0,0.24,0.25,0.25,0.26,0.26,1000,1,"long1"
"296","sigma[48]",0.26,0,0.01,0.24,0.25,0.26,0.26,0.27,1000,1,"long1"
"297","sigma[49]",0.26,0,0.01,0.25,0.26,0.26,0.27,0.27,1000,1,"long1"
"298","sigma[50]",0.38,0,0.01,0.37,0.38,0.38,0.39,0.4,1000,1,"long1"
"299","sigma[51]",0.32,0,0.01,0.31,0.32,0.32,0.33,0.34,1000,1,"long1"
"300","sigma[52]",0.24,0,0,0.23,0.24,0.24,0.24,0.25,1000,1,"long1"
"301","sigma[53]",0.32,0,0.01,0.3,0.31,0.32,0.32,0.33,600,1,"long1"
"302","sigma[54]",0.22,0,0,0.21,0.22,0.22,0.23,0.23,1000,1,"long1"
"303","sigma[55]",0.29,0,0.01,0.28,0.28,0.29,0.29,0.3,1000,1,"long1"
"304","sigma[56]",0.24,0,0,0.23,0.24,0.24,0.24,0.25,1000,1,"long1"
"305","sigma[57]",0.26,0,0.01,0.25,0.26,0.26,0.26,0.27,1000,1,"long1"
"306","sigma[58]",0.28,0,0.01,0.27,0.28,0.28,0.29,0.3,1000,1,"long1"
"307","sigma[59]",0.21,0,0,0.21,0.21,0.21,0.22,0.22,1000,1,"long1"
"308","sigma[60]",0.23,0,0,0.22,0.22,0.23,0.23,0.24,1000,1,"long1"
"309","sigma[61]",0.42,0,0.01,0.4,0.41,0.42,0.42,0.43,1000,1,"long1"
"310","sigma[62]",0.24,0,0.01,0.23,0.23,0.24,0.24,0.25,1000,1,"long1"
"311","tau_0[1]",1,0,0.03,0.95,0.98,1,1.02,1.05,1000,1,"long1"
"312","tau_0[2]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long1"
"313","tau_0[3]",0.98,0,0.03,0.92,0.96,0.98,1,1.03,1000,1,"long1"
"314","tau_0[4]",0.94,0,0.03,0.89,0.92,0.94,0.96,1,1000,1,"long1"
"315","tau_0[5]",0.98,0,0.03,0.92,0.96,0.98,0.99,1.03,1000,1,"long1"
"316","tau_0[6]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long1"
"317","tau_0[7]",0.96,0,0.03,0.9,0.94,0.96,0.97,1.01,1000,1,"long1"
"318","tau_0[8]",1,0,0.03,0.94,0.98,0.99,1.01,1.05,1000,1,"long1"
"319","tau_0[9]",0.99,0,0.03,0.93,0.97,0.98,1,1.04,1000,1,"long1"
"320","tau_0[10]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long1"
"321","tau_0[11]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long1"
"322","tau_0[12]",0.96,0,0.03,0.91,0.94,0.96,0.98,1.03,1000,1,"long1"
"323","tau_0[13]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.04,1000,1,"long1"
"324","tau_0[14]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long1"
"325","tau_0[15]",0.95,0,0.03,0.9,0.93,0.95,0.97,1,1000,1,"long1"
"326","tau_0[16]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long1"
"327","tau_0[17]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long1"
"328","tau_0[18]",0.95,0,0.03,0.9,0.93,0.95,0.97,1.01,1000,1,"long1"
"329","tau_0[19]",0.94,0,0.03,0.89,0.92,0.94,0.96,1,1000,1,"long1"
"330","tau_0[20]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.03,1000,1,"long1"
"331","tau_0[21]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long1"
"332","tau_0[22]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.06,1000,1,"long1"
"333","tau_0[23]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long1"
"334","tau_0[24]",0.97,0,0.03,0.91,0.95,0.96,0.99,1.02,1000,1,"long1"
"335","tau_0[25]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long1"
"336","tau_0[26]",0.97,0,0.03,0.92,0.96,0.97,0.99,1.03,1000,1,"long1"
"337","tau_0[27]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long1"
"338","tau_0[28]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long1"
"339","tau_0[29]",1,0,0.03,0.94,0.98,1,1.02,1.05,1000,1,"long1"
"340","tau_0[30]",0.94,0,0.03,0.89,0.92,0.94,0.96,1,1000,1,"long1"
"341","tau_0[31]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.02,1000,1,"long1"
"342","tau_0[32]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long1"
"343","tau_0[33]",0.98,0,0.03,0.92,0.96,0.97,0.99,1.03,1000,1,"long1"
"344","tau_0[34]",0.96,0,0.03,0.91,0.94,0.96,0.98,1.02,1000,1,"long1"
"345","tau_0[35]",0.96,0,0.03,0.91,0.94,0.96,0.98,1.02,1000,1,"long1"
"346","tau_0[36]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long1"
"347","tau_0[37]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long1"
"348","tau_0[38]",0.95,0,0.03,0.89,0.93,0.95,0.96,1,1000,1,"long1"
"349","tau_0[39]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long1"
"350","tau_0[40]",0.98,0,0.03,0.92,0.96,0.98,1,1.03,1000,1,"long1"
"351","tau_0[41]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long1"
"352","tau_0[42]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.04,1000,1,"long1"
"353","tau_0[43]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.04,1000,1,"long1"
"354","tau_0[44]",0.99,0,0.03,0.94,0.98,0.99,1.01,1.05,1000,1,"long1"
"355","tau_0[45]",0.97,0,0.03,0.92,0.95,0.97,0.98,1.02,1000,1,"long1"
"356","tau_0[46]",0.94,0,0.03,0.88,0.92,0.94,0.96,1,1000,1,"long1"
"357","tau_0[47]",0.98,0,0.03,0.93,0.96,0.98,1,1.05,1000,1,"long1"
"358","tau_0[48]",0.99,0,0.03,0.93,0.97,0.98,1,1.05,1000,1,"long1"
"359","tau_0[49]",0.97,0,0.03,0.92,0.96,0.97,0.99,1.03,1000,1,"long1"
"360","tau_0[50]",0.91,0,0.03,0.86,0.89,0.91,0.93,0.97,1000,1,"long1"
"361","tau_0[51]",1,0,0.03,0.94,0.97,1,1.02,1.06,1000,1,"long1"
"362","tau_0[52]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long1"
"363","tau_0[53]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.03,1000,1,"long1"
"364","tau_0[54]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long1"
"365","tau_0[55]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long1"
"366","tau_0[56]",1,0,0.03,0.94,0.98,0.99,1.01,1.06,1000,1,"long1"
"367","tau_0[57]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long1"
"368","tau_0[58]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.08,1000,1,"long1"
"369","tau_0[59]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.06,1000,1,"long1"
"370","tau_0[60]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long1"
"371","tau_0[61]",0.92,0,0.03,0.87,0.9,0.92,0.94,0.98,1000,1,"long1"
"372","tau_0[62]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long1"
"373","var_ratio[1]",6.26,0.01,0.23,5.83,6.1,6.25,6.4,6.73,1000,1,"long2"
"374","var_ratio[2]",4.05,0,0.15,3.76,3.95,4.05,4.15,4.36,1000,1,"long2"
"375","var_ratio[3]",4.99,0.01,0.18,4.68,4.88,4.99,5.1,5.37,1000,1,"long2"
"376","var_ratio[4]",5.02,0.01,0.19,4.68,4.9,5.01,5.14,5.39,1000,1,"long2"
"377","var_ratio[5]",5.83,0.01,0.21,5.43,5.69,5.83,5.97,6.25,1000,1,"long2"
"378","var_ratio[6]",5.24,0.01,0.19,4.87,5.1,5.24,5.37,5.61,1000,1,"long2"
"379","var_ratio[7]",4.64,0.01,0.18,4.31,4.52,4.64,4.76,5,1000,1,"long2"
"380","var_ratio[8]",5.66,0.01,0.2,5.27,5.53,5.67,5.8,6.07,1000,1,"long2"
"381","var_ratio[9]",4.74,0.01,0.17,4.43,4.62,4.73,4.85,5.08,1000,1,"long2"
"382","var_ratio[10]",5.63,0.01,0.2,5.25,5.48,5.62,5.77,6.02,1000,1,"long2"
"383","var_ratio[11]",5.32,0.01,0.19,4.97,5.19,5.32,5.45,5.71,1000,1,"long2"
"384","var_ratio[12]",4.75,0.01,0.17,4.44,4.63,4.76,4.86,5.08,1000,1,"long2"
"385","var_ratio[13]",4.91,0.01,0.18,4.56,4.78,4.91,5.03,5.27,1000,1,"long2"
"386","var_ratio[14]",6.64,0.01,0.24,6.16,6.48,6.63,6.79,7.13,1000,1,"long2"
"387","var_ratio[15]",5.86,0.01,0.22,5.44,5.7,5.85,6.01,6.28,1000,1,"long2"
"388","var_ratio[16]",4.71,0.01,0.18,4.36,4.6,4.71,4.83,5.08,1000,1,"long2"
"389","var_ratio[17]",4.11,0,0.15,3.83,4.01,4.11,4.21,4.43,1000,1,"long2"
"390","var_ratio[18]",4.17,0,0.15,3.9,4.08,4.17,4.27,4.48,1000,1,"long2"
"391","var_ratio[19]",3.69,0,0.14,3.44,3.59,3.69,3.78,3.97,1000,1,"long2"
"392","var_ratio[20]",4.96,0.01,0.17,4.63,4.83,4.96,5.08,5.31,1000,1,"long2"
"393","var_ratio[21]",6.87,0.01,0.25,6.4,6.69,6.86,7.03,7.4,1000,1,"long2"
"394","var_ratio[22]",4.67,0.01,0.16,4.37,4.57,4.67,4.78,4.99,1000,1,"long2"
"395","var_ratio[23]",7.64,0.01,0.26,7.17,7.46,7.63,7.81,8.16,1000,1,"long2"
"396","var_ratio[24]",6.09,0.01,0.23,5.66,5.93,6.09,6.24,6.55,1000,1,"long2"
"397","var_ratio[25]",4.22,0,0.16,3.91,4.12,4.22,4.32,4.55,1000,1,"long2"
"398","var_ratio[26]",3.75,0,0.14,3.49,3.66,3.76,3.85,4.03,1000,1,"long2"
"399","var_ratio[27]",5.59,0.01,0.2,5.19,5.45,5.59,5.72,5.99,1000,1,"long2"
"400","var_ratio[28]",5.48,0.01,0.2,5.1,5.35,5.48,5.62,5.87,1000,1,"long2"
"401","var_ratio[29]",4.91,0.01,0.18,4.58,4.79,4.9,5.03,5.28,1000,1,"long2"
"402","var_ratio[30]",3.22,0,0.11,3,3.14,3.22,3.29,3.45,1000,1,"long2"
"403","var_ratio[31]",5.59,0.01,0.21,5.17,5.45,5.59,5.73,6.01,1000,1,"long2"
"404","var_ratio[32]",6.04,0.01,0.21,5.64,5.89,6.04,6.18,6.43,1000,1,"long2"
"405","var_ratio[33]",4.1,0,0.15,3.81,3.99,4.1,4.2,4.43,1000,1,"long2"
"406","var_ratio[34]",3.94,0,0.14,3.67,3.83,3.94,4.03,4.23,1000,1.01,"long2"
"407","var_ratio[35]",5.4,0.01,0.19,5.05,5.27,5.4,5.52,5.77,1000,1,"long2"
"408","var_ratio[36]",5.5,0.01,0.2,5.12,5.37,5.5,5.64,5.9,1000,1,"long2"
"409","var_ratio[37]",5.28,0.01,0.19,4.94,5.15,5.28,5.41,5.67,1000,1,"long2"
"410","var_ratio[38]",4.76,0.01,0.17,4.44,4.65,4.76,4.87,5.08,1000,1,"long2"
"411","var_ratio[39]",5.6,0.01,0.19,5.26,5.48,5.6,5.72,6,1000,1,"long2"
"412","var_ratio[40]",4.28,0.01,0.16,3.99,4.18,4.28,4.39,4.61,1000,1,"long2"
"413","var_ratio[41]",5.52,0.01,0.21,5.14,5.37,5.52,5.67,5.93,1000,1,"long2"
"414","var_ratio[42]",4.82,0.01,0.17,4.5,4.7,4.82,4.94,5.16,1000,1,"long2"
"415","var_ratio[43]",4.79,0.01,0.17,4.47,4.68,4.79,4.9,5.13,1000,1,"long2"
"416","var_ratio[44]",5.04,0.01,0.18,4.7,4.92,5.05,5.16,5.41,1000,1,"long2"
"417","var_ratio[45]",6.27,0.01,0.22,5.84,6.11,6.27,6.43,6.7,1000,1,"long2"
"418","var_ratio[46]",5.92,0.01,0.21,5.52,5.78,5.92,6.05,6.34,1000,1,"long2"
"419","var_ratio[47]",4.58,0.01,0.17,4.29,4.45,4.58,4.7,4.92,1000,1,"long2"
"420","var_ratio[48]",4.14,0,0.15,3.85,4.04,4.13,4.24,4.44,1000,1,"long2"
"421","var_ratio[49]",4.29,0,0.15,4.01,4.18,4.29,4.39,4.59,1000,1,"long2"
"422","var_ratio[50]",3.52,0,0.12,3.27,3.43,3.51,3.6,3.77,1000,1,"long2"
"423","var_ratio[51]",4.41,0.01,0.17,4.09,4.3,4.41,4.52,4.78,1000,1,"long2"
"424","var_ratio[52]",6.02,0.01,0.21,5.63,5.86,6.01,6.16,6.47,1000,1,"long2"
"425","var_ratio[53]",4.23,0,0.15,3.93,4.12,4.23,4.33,4.52,1000,1,"long2"
"426","var_ratio[54]",6.56,0.01,0.26,6.07,6.38,6.56,6.72,7.09,1000,1,"long2"
"427","var_ratio[55]",5.97,0.01,0.2,5.58,5.84,5.97,6.11,6.36,1000,1,"long2"
"428","var_ratio[56]",4.47,0,0.15,4.19,4.36,4.47,4.58,4.79,1000,1,"long2"
"429","var_ratio[57]",4.2,0,0.14,3.92,4.1,4.2,4.29,4.49,1000,1,"long2"
"430","var_ratio[58]",4.71,0.01,0.17,4.38,4.59,4.71,4.82,5.05,1000,1,"long2"
"431","var_ratio[59]",5.5,0.01,0.2,5.13,5.37,5.49,5.64,5.91,1000,1,"long2"
"432","var_ratio[60]",4.7,0.01,0.16,4.4,4.59,4.69,4.81,5.04,1000,1,"long2"
"433","var_ratio[61]",3.28,0,0.12,3.06,3.19,3.27,3.36,3.51,1000,1,"long2"
"434","var_ratio[62]",6.27,0.01,0.23,5.85,6.11,6.26,6.42,6.71,1000,1,"long2"
"435","sigma[1]",0.16,0,0,0.16,0.16,0.16,0.16,0.17,1000,1,"long2"
"436","sigma[2]",0.24,0,0,0.23,0.24,0.24,0.24,0.25,1000,1,"long2"
"437","sigma[3]",0.2,0,0,0.19,0.2,0.2,0.2,0.21,1000,1,"long2"
"438","sigma[4]",0.2,0,0,0.19,0.19,0.2,0.2,0.21,1000,1,"long2"
"439","sigma[5]",0.17,0,0,0.16,0.17,0.17,0.17,0.18,1000,1,"long2"
"440","sigma[6]",0.19,0,0,0.18,0.19,0.19,0.19,0.2,1000,1,"long2"
"441","sigma[7]",0.21,0,0,0.2,0.21,0.21,0.22,0.22,1000,1,"long2"
"442","sigma[8]",0.18,0,0,0.17,0.17,0.18,0.18,0.18,1000,1,"long2"
"443","sigma[9]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"444","sigma[10]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"445","sigma[11]",0.19,0,0,0.18,0.19,0.19,0.19,0.2,1000,1,"long2"
"446","sigma[12]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"447","sigma[13]",0.2,0,0,0.2,0.2,0.2,0.21,0.21,1000,1,"long2"
"448","sigma[14]",0.15,0,0,0.15,0.15,0.15,0.15,0.16,1000,1,"long2"
"449","sigma[15]",0.17,0,0,0.16,0.16,0.17,0.17,0.17,1000,1,"long2"
"450","sigma[16]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"451","sigma[17]",0.24,0,0.01,0.23,0.24,0.24,0.24,0.25,1000,1,"long2"
"452","sigma[18]",0.23,0,0,0.23,0.23,0.23,0.24,0.24,1000,1,"long2"
"453","sigma[19]",0.26,0,0.01,0.25,0.26,0.26,0.26,0.27,1000,1,"long2"
"454","sigma[20]",0.2,0,0,0.19,0.19,0.2,0.2,0.21,1000,1,"long2"
"455","sigma[21]",0.15,0,0,0.14,0.14,0.15,0.15,0.15,1000,1,"long2"
"456","sigma[22]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"457","sigma[23]",0.13,0,0,0.13,0.13,0.13,0.13,0.14,1000,1,"long2"
"458","sigma[24]",0.16,0,0,0.16,0.16,0.16,0.17,0.17,1000,1,"long2"
"459","sigma[25]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"460","sigma[26]",0.26,0,0.01,0.25,0.26,0.26,0.26,0.27,1000,1,"long2"
"461","sigma[27]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"462","sigma[28]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"463","sigma[29]",0.2,0,0,0.19,0.2,0.2,0.21,0.21,1000,1,"long2"
"464","sigma[30]",0.3,0,0.01,0.28,0.29,0.29,0.3,0.31,1000,1,"long2"
"465","sigma[31]",0.18,0,0,0.17,0.18,0.18,0.18,0.18,1000,1,"long2"
"466","sigma[32]",0.17,0,0,0.16,0.16,0.17,0.17,0.17,1000,1,"long2"
"467","sigma[33]",0.24,0,0.01,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"468","sigma[34]",0.25,0,0.01,0.24,0.25,0.25,0.26,0.26,1000,1.01,"long2"
"469","sigma[35]",0.18,0,0,0.18,0.18,0.18,0.19,0.19,1000,1,"long2"
"470","sigma[36]",0.18,0,0,0.18,0.18,0.18,0.19,0.19,1000,1.01,"long2"
"471","sigma[37]",0.19,0,0,0.18,0.19,0.19,0.19,0.2,1000,1,"long2"
"472","sigma[38]",0.21,0,0,0.2,0.2,0.21,0.21,0.22,1000,1,"long2"
"473","sigma[39]",0.18,0,0,0.17,0.17,0.18,0.18,0.18,1000,1,"long2"
"474","sigma[40]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"475","sigma[41]",0.18,0,0,0.18,0.18,0.18,0.18,0.19,1000,1,"long2"
"476","sigma[42]",0.2,0,0,0.2,0.2,0.2,0.21,0.21,1000,1,"long2"
"477","sigma[43]",0.21,0,0,0.2,0.21,0.21,0.21,0.22,1000,1,"long2"
"478","sigma[44]",0.2,0,0,0.19,0.19,0.2,0.2,0.21,1000,1,"long2"
"479","sigma[45]",0.16,0,0,0.15,0.16,0.16,0.16,0.17,1000,1,"long2"
"480","sigma[46]",0.17,0,0,0.16,0.16,0.17,0.17,0.17,1000,1,"long2"
"481","sigma[47]",0.22,0,0,0.21,0.21,0.22,0.22,0.23,1000,1,"long2"
"482","sigma[48]",0.24,0,0,0.23,0.23,0.24,0.24,0.25,1000,1,"long2"
"483","sigma[49]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"484","sigma[50]",0.27,0,0.01,0.26,0.27,0.27,0.28,0.28,1000,1,"long2"
"485","sigma[51]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"486","sigma[52]",0.17,0,0,0.16,0.17,0.17,0.17,0.17,1000,1,"long2"
"487","sigma[53]",0.23,0,0,0.22,0.23,0.23,0.23,0.24,1000,1,"long2"
"488","sigma[54]",0.15,0,0,0.15,0.15,0.15,0.15,0.16,1000,1,"long2"
"489","sigma[55]",0.17,0,0,0.16,0.17,0.17,0.17,0.18,1000,1,"long2"
"490","sigma[56]",0.22,0,0,0.21,0.22,0.22,0.23,0.23,1000,1,"long2"
"491","sigma[57]",0.23,0,0,0.23,0.23,0.23,0.24,0.24,1000,1,"long2"
"492","sigma[58]",0.22,0,0,0.21,0.21,0.22,0.22,0.23,1000,1,"long2"
"493","sigma[59]",0.18,0,0,0.17,0.18,0.18,0.18,0.19,1000,1,"long2"
"494","sigma[60]",0.21,0,0,0.2,0.21,0.21,0.22,0.22,1000,1,"long2"
"495","sigma[61]",0.3,0,0.01,0.28,0.29,0.3,0.3,0.31,1000,1,"long2"
"496","sigma[62]",0.16,0,0,0.15,0.16,0.16,0.16,0.17,1000,1,"long2"
"497","tau_0[1]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"498","tau_0[2]",0.98,0,0.03,0.92,0.95,0.98,1,1.04,1000,1,"long2"
"499","tau_0[3]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.06,1000,1,"long2"
"500","tau_0[4]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"501","tau_0[5]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"502","tau_0[6]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"503","tau_0[7]",0.99,0,0.03,0.93,0.97,0.98,1.01,1.05,1000,1,"long2"
"504","tau_0[8]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"505","tau_0[9]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.04,1000,1,"long2"
"506","tau_0[10]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"507","tau_0[11]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"508","tau_0[12]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"509","tau_0[13]",1,0,0.03,0.94,0.97,0.99,1.02,1.06,1000,1,"long2"
"510","tau_0[14]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"511","tau_0[15]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.03,1000,1,"long2"
"512","tau_0[16]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"513","tau_0[17]",0.99,0,0.03,0.93,0.97,0.99,1,1.04,1000,1,"long2"
"514","tau_0[18]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"515","tau_0[19]",0.96,0,0.03,0.9,0.94,0.96,0.98,1.02,1000,1,"long2"
"516","tau_0[20]",0.98,0,0.03,0.93,0.96,0.98,1,1.03,1000,1,"long2"
"517","tau_0[21]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"518","tau_0[22]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"519","tau_0[23]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"520","tau_0[24]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"521","tau_0[25]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"522","tau_0[26]",0.97,0,0.03,0.92,0.95,0.97,0.99,1.02,1000,1,"long2"
"523","tau_0[27]",1.01,0,0.03,0.95,0.99,1.01,1.02,1.07,1000,1,"long2"
"524","tau_0[28]",0.99,0,0.03,0.93,0.97,0.98,1,1.04,1000,1,"long2"
"525","tau_0[29]",1,0,0.03,0.94,0.98,1,1.01,1.05,1000,1,"long2"
"526","tau_0[30]",0.95,0,0.03,0.9,0.93,0.95,0.97,1.01,1000,1,"long2"
"527","tau_0[31]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"528","tau_0[32]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"529","tau_0[33]",0.98,0,0.03,0.92,0.96,0.98,0.99,1.03,1000,1,"long2"
"530","tau_0[34]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"531","tau_0[35]",1,0,0.03,0.94,0.98,1,1.02,1.05,1000,1,"long2"
"532","tau_0[36]",1.01,0,0.03,0.95,0.99,1,1.02,1.07,1000,1,"long2"
"533","tau_0[37]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"534","tau_0[38]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.04,1000,1,"long2"
"535","tau_0[39]",0.99,0,0.03,0.94,0.97,0.99,1.01,1.05,1000,1,"long2"
"536","tau_0[40]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"537","tau_0[41]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.07,1000,1,"long2"
"538","tau_0[42]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"539","tau_0[43]",1,0,0.03,0.95,0.98,1,1.02,1.06,1000,1,"long2"
"540","tau_0[44]",1,0,0.03,0.95,0.98,1,1.01,1.05,1000,1,"long2"
"541","tau_0[45]",1,0,0.03,0.94,0.98,1,1.02,1.05,1000,1,"long2"
"542","tau_0[46]",0.98,0,0.03,0.93,0.96,0.98,1,1.04,1000,1,"long2"
"543","tau_0[47]",0.99,0,0.03,0.93,0.97,0.99,1.01,1.05,1000,1,"long2"
"544","tau_0[48]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long2"
"545","tau_0[49]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long2"
"546","tau_0[50]",0.96,0,0.03,0.91,0.94,0.96,0.97,1.01,1000,1,"long2"
"547","tau_0[51]",1.01,0,0.03,0.95,0.99,1.01,1.03,1.08,1000,1,"long2"
"548","tau_0[52]",1.01,0,0.03,0.96,0.99,1.01,1.03,1.07,1000,1,"long2"
"549","tau_0[53]",0.98,0,0.03,0.92,0.96,0.98,1,1.04,1000,1,"long2"
"550","tau_0[54]",1,0,0.03,0.94,0.98,1,1.02,1.06,1000,1,"long2"
"551","tau_0[55]",1.01,0,0.03,0.95,0.99,1,1.02,1.06,1000,1,"long2"
"552","tau_0[56]",1,0,0.03,0.95,0.98,1,1.02,1.05,1000,1,"long2"
